SR No,출처,파일목록,공정,Tag No 수정,카테고리,클래스,타입,C|C|T
DOF522003644,1.0PID,"D-522-A110,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-056,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522003645,1.0PID,"D-522-A110,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-052A,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522003646,1.0PID,"D-522-A110,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-053A,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522003668,1.0PID,"D-522-A110,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-051A,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522003669,1.0PID,"D-522-A110,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-057,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522003670,1.0PID,"D-522-A110,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-049A,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522003671,1.0PID,"D-522-A110,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-050A,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522003672,1.0PID,"D-522-A110,설비포탈",522,522-TE-050A1,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522003675,1.0PID,"D-522-A110,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-055A,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522003676,1.0PID,"D-522-A110,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-054A,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522003684,1.0PID,"D-522-A110,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-058,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522003699,1.0PID,"D-522-A111,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-061,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522003705,1.0PID,"D-522-A111,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-062,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522003707,1.0PID,"D-522-A111,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-059,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522003715,1.0PID,"D-522-A111,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-063,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522003717,1.0PID,"D-522-A111,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-065,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522003754,1.0PID,"D-522-A111,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-068,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522003787,1.0PID,"D-522-A111,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-064,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004025,1.0PID,"D-522-A113,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-073,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004054,1.0PID,"D-522-A113,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-072,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004079,1.0PID,"D-522-A205,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-075,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004100,1.0PID,"D-522-A205,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-076,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004105,1.0PID,"D-522-A205,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-074,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004108,1.0PID,"D-522-A205,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-078,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004128,1.0PID,"D-522-A205,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-079,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004155,1.0PID,"D-522-A205,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-097,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004175,1.0PID,"D-522-A205,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-080,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004189,1.0PID,"D-522-A205,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-077,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004243,1.0PID,"D-522-A206,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-083,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004306,1.0PID,"D-522-A206,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-084,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004354,1.0PID,"D-522-A207,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-086,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004366,1.0PID,"D-522-A207,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-156,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004368,1.0PID,"D-522-A207,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-120,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004376,1.0PID,"D-522-A207,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-090,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004382,1.0PID,"D-522-A207,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-157,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004383,1.0PID,"D-522-A207,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-091,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004387,1.0PID,"D-522-A207,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-121,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004421,1.0PID,"D-522-A207,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-114A,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004422,1.0PID,"D-522-A207,D7S38-522-J001-TEMP_TEMP",522,522-TE-087C,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004425,1.0PID,"D-522-A207,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-087,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004430,1.0PID,"D-522-A207,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-158A,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004433,1.0PID,"D-522-A207,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-158B,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004435,1.0PID,"D-522-A207,D7S38-522-J001-TEMP_TEMP",522,522-TE-088C,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004437,1.0PID,"D-522-A207,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-115A,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004446,1.0PID,"D-522-A207,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-088,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004456,1.0PID,"D-522-A207,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-089,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004531,1.0PID,D-522-A207A,522,522-TE-203[2],INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004534,1.0PID,"D-522-A207A,D7S38-522-J001-MISC",522,522-TE-204,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004613,1.0PID,"D-522-A207A,D7S38-522-J001-TEMP_TEMP,Temperature Element Data Sheet.xlsx,설비포탈",522,522-TE-081,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004681,1.0PID,"522TE-201.pdf,D-522-A207C,D7S38-522-J001-TEMP_TEMP,설비포탈",522,522-TE-986,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004693,1.0PID,"D-522-A207C,D7S38-522-J001-TEMP_TEMP,설비포탈",522,522-TE-856,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004697,1.0PID,"522TE-201.pdf,D-522-A207C,D7S38-522-J001-TEMP_TEMP,설비포탈",522,522-TE-807,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
DOF522004709,1.0PID,"D-522-A207C,D7S38-522-J001-TEMP_TEMP,설비포탈",522,522-TE-857,INSTRUMENT,TEMPERATURE,"ELEMENT, THERMOCOUPLE","INSTRUMENT|TEMPERATURE|ELEMENT, THERMOCOUPLE"
