SR No,출처,파일목록,공정,Tag No 수정,카테고리,클래스,타입,C|C|T
DOF522003585,1.0PID,"D-522-A109,설비포탈",522,522-CCV-008,INSTRUMENT,VALVE,CRITICAL CHECK VALVE,INSTRUMENT|VALVE|CRITICAL CHECK VALVE
DOF522003614,1.0PID,"D-522-A109,설비포탈",522,522-CCV-011,INSTRUMENT,VALVE,CRITICAL CHECK VALVE,INSTRUMENT|VALVE|CRITICAL CHECK VALVE
DOF522003626,1.0PID,"D-522-A110,설비포탈",522,522-CCV-012,INSTRUMENT,VALVE,CRITICAL CHECK VALVE,INSTRUMENT|VALVE|CRITICAL CHECK VALVE
DOF522003641,1.0PID,"D-522-A110,설비포탈",522,522-CCV-013,INSTRUMENT,VALVE,CRITICAL CHECK VALVE,INSTRUMENT|VALVE|CRITICAL CHECK VALVE
DOF522003686,1.0PID,"D-522-A110,설비포탈",522,522-CCV-014,INSTRUMENT,VALVE,CRITICAL CHECK VALVE,INSTRUMENT|VALVE|CRITICAL CHECK VALVE
DOF522003930,1.0PID,"D-522-A112,설비포탈",522,522-CCV-016,INSTRUMENT,VALVE,CRITICAL CHECK VALVE,INSTRUMENT|VALVE|CRITICAL CHECK VALVE
DOF522003931,1.0PID,"D-522-A112,설비포탈",522,522-CCV-017,INSTRUMENT,VALVE,CRITICAL CHECK VALVE,INSTRUMENT|VALVE|CRITICAL CHECK VALVE
DOF522003935,1.0PID,"D-522-A112,설비포탈",522,522-CCV-015,INSTRUMENT,VALVE,CRITICAL CHECK VALVE,INSTRUMENT|VALVE|CRITICAL CHECK VALVE
DOF522003555,1.0PID,"D-522-A109,D-522-A109|Control valve Data Sheet 자료.xlsx,D7S38-522-J001-CV,설비포탈",522,522-FCV-010C,INSTRUMENT,VALVE,"VALVE, OTHERS","INSTRUMENT|VALVE|VALVE, OTHERS"
DOF522003556,1.0PID,"D-522-A109,D-522-A109|Control valve Data Sheet 자료.xlsx,D7S38-522-J001-CV,설비포탈",522,522-FCV-010A,INSTRUMENT,VALVE,"VALVE, OTHERS","INSTRUMENT|VALVE|VALVE, OTHERS"
DOF522003557,1.0PID,"D-522-A109,D-522-A109|Control valve Data Sheet 자료.xlsx,D7S38-522-J001-CV,설비포탈",522,522-FCV-010B,INSTRUMENT,VALVE,"VALVE, OTHERS","INSTRUMENT|VALVE|VALVE, OTHERS"
DOF522003652,1.0PID,"D-522-A110,D-522-A110|Control valve Data Sheet 자료.xlsx,D7S38-522-J001-CV,설비포탈",522,522-FCV-014B,INSTRUMENT,VALVE,"VALVE, OTHERS","INSTRUMENT|VALVE|VALVE, OTHERS"
DOF522003653,1.0PID,"D-522-A110,D-522-A110|Control valve Data Sheet 자료.xlsx,D7S38-522-J001-CV,설비포탈",522,522-FCV-014A,INSTRUMENT,VALVE,"VALVE, OTHERS","INSTRUMENT|VALVE|VALVE, OTHERS"
DOF522003915,1.0PID,"D-522-A112,D-522-A112|Control valve Data Sheet 자료.xlsx,D7S38-522-J001-CV,D7S38-522-J001-PRESS_522Press,설비포탈",522,522-PV-025,INSTRUMENT,VALVE,"VALVE, OTHERS","INSTRUMENT|VALVE|VALVE, OTHERS"
DOF522003969,1.0PID,"D-522-A112,D-522-A112|Control valve Data Sheet 자료.xlsx,D7S38-522-J001-CV,D7S38-522-J001-LEVEL_522Level,설비포탈",522,522-LV-006A,INSTRUMENT,VALVE,"VALVE, OTHERS","INSTRUMENT|VALVE|VALVE, OTHERS"
DOF522003975,1.0PID,"D-522-A112,D-522-A112|Control valve Data Sheet 자료.xlsx,D7S38-522-J001-CV,D7S38-522-J001-LEVEL_522Level,설비포탈",522,522-LV-006B,INSTRUMENT,VALVE,"VALVE, OTHERS","INSTRUMENT|VALVE|VALVE, OTHERS"
HB252387,5.설비넷+포탈 설비 ID,설비포탈,522,522-FCV-025,INSTRUMENT,VALVE,"VALVE, OTHERS","INSTRUMENT|VALVE|VALVE, OTHERS"
HB252388,5.설비넷+포탈 설비 ID,설비포탈,522,522-FCV-026,INSTRUMENT,VALVE,"VALVE, OTHERS","INSTRUMENT|VALVE|VALVE, OTHERS"
HB252389,5.설비넷+포탈 설비 ID,설비포탈,522,522-FCV-027,INSTRUMENT,VALVE,"VALVE, OTHERS","INSTRUMENT|VALVE|VALVE, OTHERS"
HB253208,5.설비넷+포탈 설비 ID,설비포탈,522,522-HC-016A,INSTRUMENT,VALVE,"VALVE, OTHERS","INSTRUMENT|VALVE|VALVE, OTHERS"
DOF522000265,1.0PID,"B7S38-522-A701,B7S38-522-A701|Ultrasonic Flowmeter Data Sheet.xlsx,D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FT-075,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522000440,1.0PID,"B7S38-522-A721,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-072,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522000686,1.0PID,"522FT-022C-001.pdf,522-FT-087.pdf,B7S38-522-A901,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-087,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522000691,1.0PID,"B7S38-522-A901,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-057A,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522000737,1.0PID,"B7S38-522-A901,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-057B,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522000755,1.0PID,"B7S38-522-A901,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-074,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522000779,1.0PID,"B7S38-522-A901,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-055A,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522000786,1.0PID,"B7S38-522-A901,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-055B,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522000797,1.0PID,"B7S38-522-A901,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-056,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522000903,1.0PID,"B7S38-522-A901,D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FT-084,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522001176,1.0PID,"B7S38-522-A902,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-059,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522001188,1.0PID,"B7S38-522-A902,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-060,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522001227,1.0PID,"B7S38-522-A902,D7S38-522-J001-FLOW_522Flow",522,522-FT-201,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522001306,1.0PID,"B7S38-522-A903,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-062,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522001399,1.0PID,"B7S38-522-A904,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-064,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522001419,1.0PID,"B7S38-522-A904,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-068,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522001476,1.0PID,"B7S38-522-A905,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-065,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522001489,1.0PID,"B7S38-522-A905,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-066,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522001539,1.0PID,"B7S38-522-A905,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-079,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522001893,1.0PID,"B7S38-522-A916,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-069,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522001912,1.0PID,"B7S38-522-A916,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-080,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522002232,1.0PID,"B7T35-522-A205A,D7S38-522-J001-FLOW_522Flow",522,522-FT-204,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522002240,1.0PID,"B7T35-522-A205A,D7S38-522-J001-FLOW_522Flow",522,522-FT-202,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522002287,1.0PID,"B7T35-522-A212A,설비포탈",522,522-FT-207,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522002295,1.0PID,"B7T35-522-A212A,설비포탈",522,522-FT-205,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522002305,1.0PID,"B7T35-522-A212A,설비포탈",522,522-FT-206,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522002316,1.0PID,"D-522-A105,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-001,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522002398,1.0PID,"D-522-A105,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-002,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522002528,1.0PID,"D-522-A107,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-003,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522002551,1.0PID,"D-522-A107,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-004,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522002730,1.0PID,"D-522-A108,D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FT-005B1,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522002731,1.0PID,"D-522-A108,D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FT-005A1,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522002733,1.0PID,"D-522-A108,D7S38-522-J001-FLOW_522Flow,설비포탈",522,522-FT-005C1,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522002748,1.0PID,"D-522-A108,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-007,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522002835,1.0PID,"D-522-A108A,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-010,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522002907,1.0PID,"D-522-A108A,D7S38-522-J001-MISC",522,522-FT-101,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522002916,1.0PID,"D-522-A108A,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-009,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522002984,1.0PID,"D-522-A108A,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-077,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522003003,1.0PID,"D-522-A108B,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-045A,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522003016,1.0PID,"D-522-A108B,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-047,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522003026,1.0PID,"D-522-A108B,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-050,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522003057,1.0PID,"D-522-A108B,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-046,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522003064,1.0PID,"D-522-A108B,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-083,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522003094,1.0PID,"D-522-A108B,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-049,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522003133,1.0PID,"D-522-A108B,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-081,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522003499,1.0PID,"D-522-A109,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-011,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522003564,1.0PID,"D-522-A109,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-012,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522003622,1.0PID,"D-522-A110,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-013,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522003777,1.0PID,"D-522-A111,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-043,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522003789,1.0PID,"D-522-A111,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-016,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522003790,1.0PID,"D-522-A111,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-017A,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522003791,1.0PID,"D-522-A111,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-017B,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522003909,1.0PID,"522FT-022C-001.pdf,D-522-A112,설비포탈",522,522-FT-215,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522004018,1.0PID,"D-522-A113,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-021A,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522004034,1.0PID,"522FT-022C-001.pdf,D-522-A113,설비포탈",522,522-FT-210,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522004044,1.0PID,"D-522-A113,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-019,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522004068,1.0PID,"D-522-A113,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-020,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522004129,1.0PID,"522FT-022C-001.pdf,D-522-A205,설비포탈",522,522-FT-922A,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522004150,1.0PID,"D-522-A205,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-023,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522004161,1.0PID,"D-522-A205,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-024,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522004191,1.0PID,"522FT-022C-001.pdf,D-522-A205,설비포탈",522,522-FT-922B,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522004194,1.0PID,"522FT-022C-001.pdf,522FT-022C-002.pdf,D-522-A205,D7S38-522-J001-FLOW_522Flow,설비정보넷",522,522-FT-022C,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522004195,1.0PID,"522FT-022C-001.pdf,D-522-A205,설비포탈",522,522-FT-922C,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522004197,1.0PID,"D-522-A205,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-022B,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522004198,1.0PID,"D-522-A205,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-022A,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522004249,1.0PID,"D-522-A206,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-026,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522004271,1.0PID,"D-522-A206,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-025,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522004331,1.0PID,"D-522-A206,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-028,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522004349,1.0PID,"D-522-A207,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-029A,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522004405,1.0PID,"D-522-A207,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-029B,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522004477,1.0PID,"D-522-A207A,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-053,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522004518,1.0PID,"D-522-A207A,D7S38-522-J001-MISC",522,522-FT-102,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522004559,1.0PID,"D-522-A207A,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-027,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522004615,1.0PID,"D-522-A207A,D7S38-522-J001-FLOW_522Flow,Differential Pressure Transmitter Data Sheet 자료.xlsx,설비포탈",522,522-FT-076,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
DOF522004676,1.0PID,"522FT-022C-001.pdf,D-522-A207C,설비포탈",522,522-FT-929A,INSTRUMENT,FLOW,"TX, FLOW, DIFFERENTIAL PRESSURE","INSTRUMENT|FLOW|TX, FLOW, DIFFERENTIAL PRESSURE"
